DC024,DC205,DC214,DC220,DC235,DC109,DC142a,DC201
52.0,31.0,35.0,50.0,2.0,31.0,72.0,1.0
52.0,12.0,34.0,43.0,2.207621009234824,11.0,24.0,1.0
52.0,12.0,35.0,52.0,3.0,11.0,80.0,1.0
52.0,31.0,34.0,79.0,2.239496433867498,31.0,40.0,1.0
52.0,12.0,35.0,48.0,3.0,11.0,42.0,1.0
52.0,31.0,34.0,70.0,2.0077545768836287,31.0,72.0,1.0
52.0,12.0,35.0,43.0,2.400145574511769,11.0,20.0,1.0
52.0,12.0,34.0,39.0,1.898789815167779,11.0,100.0,1.0
52.0,12.0,35.0,35.0,1.9511165423202157,11.0,30.0,1.0
52.0,12.0,35.0,37.0,2.188712786556899,11.0,48.0,1.0
52.0,12.0,35.0,38.0,1.8697455467872333,11.0,130.0,1.0
52.0,12.0,35.0,34.0,2.0729809677529745,11.0,64.0,1.0
52.0,31.0,21.0,66.0,2.5790924095546583,31.0,20.0,1.0
52.0,31.0,35.0,28.0,3.0,31.0,45.0,1.0
52.0,12.0,35.0,65.0,2.1515857927414723,11.0,56.0,1.0
52.0,12.0,34.0,50.0,2.0,11.0,20.0,1.0
52.0,21.0,34.0,32.0,3.0,41.0,20.0,1.0
52.0,31.0,31.0,43.0,2.0,31.0,20.0,1.0
52.0,31.0,35.0,38.0,3.0,31.0,36.0,1.0
52.0,12.0,35.0,60.0,1.918880149996399,11.0,64.0,1.0
52.0,12.0,35.0,46.0,1.4026616773666778,11.0,120.0,1.0
52.0,12.0,35.0,48.0,1.4290777808032802,11.0,80.0,1.0
52.0,12.0,35.0,34.0,1.6052065204329482,11.0,132.0,1.0
52.0,12.0,35.0,54.0,1.4074691656065612,11.0,998.0,1.0
52.0,12.0,35.0,55.0,1.4585215538706309,11.0,110.0,1.0
52.0,12.0,35.0,41.0,1.578179432584824,11.0,79.0,1.0
52.0,12.0,35.0,46.0,1.6381442650719498,11.0,97.0,1.0
52.0,12.0,35.0,33.0,1.873879105149318,11.0,200.0,1.0
52.0,12.0,35.0,47.0,1.6169864112626944,11.0,108.0,1.0
52.0,12.0,35.0,42.0,1.6478481087949204,11.0,63.0,1.0
52.0,12.0,35.0,35.0,1.6240321335731425,11.0,150.0,1.0
52.0,12.0,35.0,74.0,1.5417030368949425,11.0,91.0,1.0
52.0,12.0,35.0,45.0,1.732455601862379,11.0,130.0,1.0
52.0,12.0,35.0,58.0,1.4505275877802994,11.0,230.0,1.0
52.0,12.0,35.0,29.0,1.792001478726676,11.0,70.0,1.0
52.0,12.0,35.0,59.0,1.6399045172387687,11.0,138.0,1.0
52.0,12.0,35.0,51.0,2.0,11.0,90.0,1.0
52.0,12.0,35.0,53.0,1.4549602351658828,11.0,90.0,1.0
52.0,12.0,35.0,54.0,2.0,11.0,81.0,1.0
52.0,12.0,35.0,49.0,1.599024169642456,11.0,120.0,1.0
52.0,12.0,35.0,40.0,1.0,11.0,58.0,1.0
52.0,12.0,35.0,36.0,1.5684592974152758,11.0,450.0,1.0
52.0,12.0,35.0,42.0,2.0,11.0,101.0,1.0
52.0,12.0,35.0,52.0,1.9725601467445195,11.0,36.0,1.0
52.0,12.0,35.0,45.0,2.074843109449138,11.0,56.0,1.0
52.0,16.0,35.0,49.0,2.060861963282745,12.0,130.0,1.0
52.0,31.0,34.0,51.0,3.0,31.0,30.0,1.0
52.0,16.0,35.0,70.0,1.911177464075794,12.0,450.0,1.0
52.0,16.0,35.0,38.0,1.897063447633744,12.0,50.0,1.0
52.0,16.0,35.0,61.0,2.198683253350606,12.0,42.0,1.0
52.0,16.0,34.0,67.0,2.117148283181868,12.0,28.0,1.0
52.0,16.0,35.0,65.0,2.362429110349519,12.0,20.0,1.0
52.0,31.0,35.0,32.0,2.2905165190549264,31.0,35.0,1.0
52.0,31.0,35.0,62.0,3.0,31.0,35.0,1.0
52.0,31.0,35.0,35.0,3.0,31.0,48.0,1.0
52.0,31.0,34.0,41.0,2.284265517102253,31.0,21.0,1.0
52.0,31.0,23.0,48.0,2.0,31.0,40.0,1.0
52.0,31.0,34.0,35.0,2.194677558604821,31.0,28.0,1.0
52.0,16.0,34.0,37.0,1.0,12.0,77.0,1.0
52.0,31.0,35.0,42.0,2.1085759318282573,31.0,40.0,1.0
52.0,16.0,35.0,60.0,1.7962885042436154,12.0,49.0,1.0
52.0,31.0,35.0,43.0,3.0,31.0,40.0,1.0
52.0,31.0,35.0,68.0,3.0,31.0,49.0,1.0
52.0,12.0,34.0,63.0,1.89811354763352,11.0,91.0,1.0
52.0,31.0,35.0,66.0,2.113374996706243,31.0,49.0,1.0
52.0,31.0,34.0,18.0,2.2864332681830764,31.0,28.0,1.0
52.0,12.0,35.0,44.0,1.843560871799215,11.0,100.0,1.0
52.0,12.0,35.0,54.0,1.0,11.0,200.0,1.0
52.0,12.0,34.0,69.0,2.0,11.0,49.0,1.0
52.0,12.0,35.0,64.0,1.0,11.0,48.0,1.0
52.0,12.0,35.0,31.0,1.0,11.0,60.0,1.0
52.0,12.0,35.0,53.0,1.7102299944387425,11.0,112.0,1.0
52.0,12.0,35.0,53.0,1.0,11.0,170.0,1.0
52.0,12.0,34.0,48.0,2.2159148211296333,11.0,35.0,1.0
52.0,31.0,35.0,41.0,3.0,31.0,33.0,1.0
52.0,31.0,31.0,74.0,2.5344451950742544,31.0,6.0,1.0
52.0,12.0,35.0,46.0,1.0,11.0,96.0,1.0
52.0,12.0,35.0,48.0,1.7927786440242084,11.0,50.0,1.0
52.0,12.0,35.0,45.0,1.0,11.0,90.0,1.0
52.0,12.0,35.0,47.0,1.849301512827137,11.0,184.0,1.0
52.0,12.0,35.0,41.0,1.8781369428098929,11.0,36.0,1.0
52.0,12.0,35.0,50.0,1.736472997369285,11.0,180.0,1.0
52.0,12.0,35.0,33.0,1.0,11.0,42.0,1.0
52.0,12.0,34.0,63.0,2.0,11.0,64.0,0.0
52.0,12.0,35.0,33.0,1.7219825368817907,11.0,72.0,1.0
52.0,16.0,12.0,65.0,2.0,12.0,60.0,1.0
52.0,17.0,35.0,68.0,2.0,21.0,35.0,1.0
52.0,12.0,23.0,57.0,2.0,11.0,105.0,1.0
52.0,12.0,35.0,44.0,2.0,11.0,70.0,1.0
52.0,12.0,35.0,43.0,1.0,11.0,90.0,1.0
52.0,12.0,35.0,23.0,2.0,11.0,36.0,1.0
52.0,12.0,35.0,61.0,1.0,11.0,88.0,1.0
52.0,12.0,31.0,54.0,2.0,11.0,35.0,1.0
52.0,12.0,34.0,43.0,1.0,11.0,88.0,1.0
52.0,12.0,35.0,41.0,2.0,11.0,117.0,1.0
52.0,12.0,35.0,38.0,1.0,11.0,154.0,1.0
52.0,12.0,35.0,52.0,2.0,11.0,77.0,1.0
52.0,12.0,35.0,28.0,2.0,11.0,60.0,1.0
52.0,12.0,35.0,53.0,3.0,11.0,84.0,1.0
52.0,12.0,35.0,45.0,3.0,11.0,35.0,1.0
52.0,12.0,35.0,29.0,2.0,11.0,36.0,1.0
52.0,12.0,35.0,36.0,1.0,11.0,70.0,1.0
52.0,31.0,35.0,28.0,3.0,51.0,49.0,1.0
52.0,12.0,35.0,22.0,2.0,11.0,24.0,1.0
52.0,17.0,34.0,32.0,3.0,21.0,35.0,1.0
52.0,17.0,35.0,22.0,2.0,21.0,20.0,1.0
52.0,12.0,35.0,45.0,3.0,11.0,104.0,1.0
52.0,12.0,35.0,37.0,1.8342982183255776,11.0,64.0,1.0
52.0,17.0,21.0,63.0,2.039801871599149,21.0,42.0,1.0
52.0,31.0,31.0,35.0,2.182141299048474,31.0,30.0,1.0
52.0,12.0,31.0,52.0,1.953137452313076,11.0,35.0,1.0
52.0,12.0,35.0,41.0,1.9108186871687496,11.0,63.0,1.0
52.0,12.0,35.0,24.0,2.2147621738709056,11.0,56.0,1.0
52.0,12.0,31.0,71.0,1.9409009148695284,11.0,40.0,1.0
52.0,12.0,35.0,47.0,2.147666099072364,11.0,80.0,1.0
52.0,17.0,35.0,63.0,1.9506147252302,21.0,48.0,1.0
52.0,12.0,35.0,45.0,1.8913353886544888,11.0,42.0,1.0
52.0,17.0,31.0,32.0,2.213491172960141,21.0,27.0,1.0
52.0,12.0,35.0,34.0,1.733187461171077,11.0,35.0,1.0
52.0,12.0,35.0,51.0,1.6947381912111008,11.0,56.0,1.0
52.0,12.0,35.0,60.0,2.005129352393575,11.0,49.0,1.0
52.0,12.0,35.0,57.0,1.7010808645492363,11.0,77.0,1.0
52.0,12.0,34.0,34.0,2.209158417696929,11.0,48.0,1.0
52.0,12.0,35.0,46.0,1.8479579157550527,11.0,72.0,1.0
52.0,12.0,31.0,71.0,2.027005192587724,11.0,35.0,1.0
52.0,12.0,35.0,57.0,1.84454351187453,11.0,28.0,1.0
52.0,12.0,35.0,52.0,1.8338146783860352,11.0,72.0,1.0
52.0,12.0,23.0,51.0,2.047798992702781,11.0,77.0,1.0
52.0,12.0,34.0,62.0,2.0060881923387943,11.0,63.0,1.0
52.0,12.0,35.0,53.0,2.0086823252796364,11.0,70.0,1.0
52.0,12.0,34.0,57.0,1.960751820936534,11.0,30.0,1.0
52.0,12.0,34.0,25.0,1.0,11.0,48.0,1.0
52.0,31.0,31.0,70.0,2.0,31.0,20.0,0.0
52.0,31.0,31.0,84.0,3.0,51.0,12.0,0.0
52.0,31.0,23.0,38.0,2.0,31.0,20.0,1.0
52.0,31.0,23.0,40.0,3.0,31.0,35.0,1.0
52.0,31.0,35.0,41.0,3.0,51.0,42.0,0.0
52.0,12.0,35.0,47.0,2.0,11.0,63.0,1.0
52.0,31.0,35.0,35.0,2.0,31.0,42.0,1.0
52.0,31.0,23.0,56.0,2.0,51.0,56.0,0.0
52.0,31.0,31.0,75.0,3.0,51.0,30.0,1.0
52.0,31.0,35.0,54.0,2.0,31.0,63.0,1.0
52.0,31.0,23.0,48.0,2.0,31.0,30.0,1.0
52.0,12.0,35.0,51.0,3.0,11.0,35.0,1.0
52.0,12.0,35.0,28.0,3.0,11.0,40.0,1.0
52.0,12.0,23.0,27.0,3.0,11.0,45.0,1.0
52.0,12.0,35.0,71.0,3.0,11.0,56.0,1.0
52.0,17.0,35.0,57.0,3.0,21.0,45.0,1.0
52.0,17.0,31.0,66.0,2.0,21.0,21.0,0.0
52.0,12.0,35.0,42.0,2.0,11.0,50.0,0.0
52.0,12.0,35.0,34.0,2.0,11.0,50.0,0.0
52.0,12.0,23.0,47.0,2.0,11.0,45.0,1.0
52.0,16.0,35.0,39.0,2.0,12.0,82.0,1.0
52.0,31.0,31.0,55.0,3.0,31.0,42.0,1.0
52.0,12.0,35.0,31.0,2.0,11.0,63.0,1.0
52.0,31.0,35.0,20.0,3.0,31.0,34.0,0.0
52.0,12.0,23.0,39.0,3.0,11.0,40.0,1.0
52.0,31.0,31.0,58.0,3.0,51.0,36.0,0.0
52.0,31.0,31.0,65.0,3.0,31.0,28.0,1.0
52.0,31.0,31.0,65.0,3.0,31.0,18.0,1.0
52.0,12.0,31.0,56.0,3.0,11.0,15.0,1.0
52.0,12.0,35.0,38.0,2.071122954685232,11.0,21.0,1.0
52.0,31.0,35.0,57.0,3.0,31.0,12.0,1.0
52.0,31.0,31.0,64.0,3.0,51.0,16.0,1.0
52.0,31.0,35.0,48.0,3.0,31.0,15.0,0.0
52.0,31.0,35.0,33.0,3.0,31.0,42.0,1.0
52.0,12.0,35.0,48.0,3.0,11.0,45.0,0.0
52.0,31.0,31.0,65.0,3.0,31.0,48.0,1.0
52.0,12.0,35.0,50.0,1.8112245163791612,11.0,48.0,1.0
52.0,31.0,35.0,49.0,3.0,31.0,38.0,1.0
52.0,12.0,35.0,61.0,1.8890207411470532,11.0,72.0,1.0
52.0,12.0,31.0,65.0,3.0,11.0,16.0,1.0
52.0,17.0,35.0,47.0,3.0,21.0,35.0,0.0
52.0,12.0,35.0,36.0,3.0,11.0,52.0,0.0
52.0,31.0,31.0,55.0,3.0,31.0,20.0,1.0
52.0,12.0,35.0,50.0,3.0,11.0,36.0,1.0
52.0,31.0,35.0,40.0,3.0,51.0,30.0,1.0
52.0,31.0,35.0,73.0,3.0,31.0,90.0,0.0
52.0,31.0,35.0,39.0,3.0,51.0,16.0,1.0
52.0,31.0,35.0,40.0,1.7792841247248825,31.0,47.0,1.0
52.0,31.0,31.0,52.0,3.0,31.0,20.0,1.0
52.0,31.0,35.0,19.0,3.0,31.0,24.0,1.0
52.0,12.0,23.0,70.0,1.0,11.0,35.0,1.0
52.0,12.0,35.0,52.0,3.0,11.0,30.0,1.0
52.0,12.0,35.0,53.0,1.0,11.0,48.0,1.0
52.0,12.0,23.0,39.0,2.0,11.0,42.0,1.0
52.0,12.0,35.0,37.0,3.0,11.0,130.0,1.0
52.0,12.0,35.0,42.0,2.0,11.0,48.0,1.0
52.0,12.0,35.0,46.0,2.0,11.0,110.0,1.0
52.0,17.0,35.0,49.0,1.0,21.0,54.0,1.0
52.0,12.0,35.0,45.0,3.0,11.0,42.0,1.0
52.0,17.0,23.0,24.0,3.0,21.0,25.0,1.0
52.0,12.0,35.0,37.0,3.0,11.0,72.0,1.0
52.0,12.0,35.0,61.0,3.0,11.0,40.0,1.0
52.0,12.0,35.0,36.0,3.0,11.0,48.0,1.0
52.0,12.0,23.0,40.0,2.0,11.0,56.0,1.0
52.0,12.0,23.0,43.0,3.0,11.0,43.0,1.0
52.0,12.0,23.0,49.0,2.0,11.0,42.0,1.0
52.0,12.0,23.0,30.0,1.0,11.0,54.0,1.0
52.0,12.0,35.0,42.0,3.0,11.0,42.0,1.0
52.0,17.0,31.0,24.0,3.0,21.0,39.0,1.0
52.0,12.0,35.0,54.0,2.0,11.0,56.0,1.0
52.0,31.0,35.0,65.0,2.0,51.0,30.0,1.0
52.0,31.0,35.0,25.0,1.0,51.0,72.0,1.0
52.0,31.0,35.0,25.0,2.4702316463319054,51.0,56.0,1.0
52.0,12.0,35.0,35.0,3.0,11.0,36.0,1.0
52.0,17.0,35.0,69.0,2.36285181417917,21.0,48.0,1.0
52.0,12.0,35.0,50.0,3.0,11.0,72.0,1.0
52.0,12.0,23.0,39.0,2.0,11.0,88.0,1.0
52.0,12.0,23.0,39.0,2.16517410468072,11.0,56.0,1.0
52.0,12.0,35.0,31.0,2.558455888469813,11.0,96.0,1.0
52.0,17.0,23.0,47.0,2.209303561695837,21.0,35.0,1.0
52.0,12.0,23.0,68.0,2.318602620766866,11.0,48.0,1.0
52.0,12.0,35.0,43.0,2.0046178223840285,11.0,63.0,1.0
52.0,12.0,23.0,70.0,2.227246359414089,11.0,56.0,1.0
52.0,31.0,23.0,37.0,2.0,31.0,42.0,1.0
52.0,17.0,35.0,28.0,2.302456717151369,21.0,54.0,1.0
52.0,17.0,35.0,29.0,2.269376782192501,21.0,30.0,1.0
52.0,12.0,35.0,38.0,2.0,11.0,62.0,1.0
52.0,12.0,35.0,65.0,2.0,11.0,74.0,1.0
52.0,17.0,23.0,34.0,2.1002383280646675,21.0,24.0,1.0
52.0,12.0,35.0,53.0,1.919284184328388,11.0,35.0,1.0
52.0,12.0,35.0,57.0,1.7278642470937944,11.0,150.0,1.0
52.0,12.0,23.0,47.0,2.3251058187185034,11.0,30.0,1.0
52.0,12.0,23.0,72.0,2.046826926618639,11.0,48.0,1.0
52.0,12.0,35.0,39.0,1.0,11.0,108.0,1.0
52.0,17.0,35.0,54.0,2.1870510676383006,21.0,66.0,1.0
52.0,12.0,35.0,36.0,2.0,11.0,56.0,1.0
52.0,12.0,35.0,58.0,1.0,11.0,72.0,1.0
52.0,12.0,35.0,55.0,1.542631306657281,11.0,80.0,1.0
52.0,12.0,35.0,44.0,1.9964918112741823,11.0,40.0,1.0
52.0,17.0,35.0,48.0,3.0,21.0,61.0,1.0
52.0,12.0,35.0,66.0,1.7869179292311423,11.0,39.0,1.0
52.0,12.0,35.0,57.0,1.5256490803114096,11.0,112.0,1.0
52.0,12.0,35.0,53.0,1.4423373021331942,11.0,56.0,1.0
52.0,12.0,35.0,34.0,1.8392824239845715,11.0,54.0,1.0
52.0,12.0,35.0,44.0,1.8261339906259224,11.0,54.0,1.0
52.0,12.0,35.0,61.0,1.7937742438857818,11.0,135.0,1.0
52.0,12.0,35.0,32.0,1.899226547423336,11.0,42.0,1.0
52.0,12.0,23.0,62.0,2.010151475059631,11.0,30.0,1.0
52.0,12.0,23.0,25.0,2.191710992003113,11.0,30.0,1.0
52.0,17.0,35.0,26.0,2.0310952265975355,21.0,48.0,1.0
52.0,12.0,35.0,69.0,1.759048098484516,11.0,80.0,1.0
52.0,12.0,35.0,27.0,1.996176210190864,11.0,40.0,1.0
52.0,12.0,35.0,34.0,2.228261204746097,11.0,40.0,1.0
52.0,12.0,35.0,53.0,1.7389936126281236,11.0,80.0,1.0
52.0,12.0,35.0,48.0,1.7978835669825022,11.0,54.0,1.0
52.0,17.0,35.0,64.0,1.922281085510144,21.0,45.0,1.0
52.0,12.0,35.0,52.0,2.293193930138203,11.0,40.0,1.0
52.0,12.0,23.0,44.0,2.052298764705612,11.0,72.0,1.0
52.0,12.0,35.0,46.0,1.8131677722468604,11.0,63.0,1.0
52.0,12.0,35.0,46.0,1.8524049146763464,11.0,72.0,1.0
52.0,12.0,35.0,48.0,1.852170207622855,11.0,130.0,1.0
52.0,12.0,35.0,43.0,1.8000824944488052,11.0,117.0,1.0
52.0,12.0,35.0,28.0,1.7501616323149904,11.0,96.0,1.0
52.0,12.0,35.0,43.0,1.764651549478799,11.0,180.0,1.0
52.0,12.0,35.0,75.0,1.9471723098546645,11.0,81.0,1.0
52.0,17.0,35.0,63.0,2.403296803852043,21.0,42.0,1.0
52.0,12.0,35.0,46.0,1.92028681554788,11.0,70.0,1.0
52.0,12.0,35.0,51.0,1.7734308331972335,11.0,92.0,1.0
52.0,12.0,35.0,42.0,2.282865237085354,11.0,63.0,1.0
52.0,12.0,35.0,54.0,2.037162515455418,11.0,50.0,1.0
52.0,12.0,35.0,39.0,1.8712147154733,11.0,100.0,1.0
52.0,12.0,35.0,39.0,1.838397815274116,11.0,56.0,1.0
52.0,12.0,35.0,35.0,2.073786530373204,11.0,42.0,1.0
52.0,12.0,35.0,38.0,1.7906824471590113,11.0,88.0,1.0
52.0,12.0,32.0,63.0,1.0,11.0,20.0,1.0
52.0,17.0,32.0,85.0,3.0,21.0,40.0,1.0
52.0,12.0,35.0,60.0,2.0,11.0,200.0,1.0
52.0,12.0,35.0,64.0,2.0,11.0,45.0,1.0
52.0,12.0,35.0,63.0,2.0,11.0,54.0,1.0
52.0,17.0,35.0,65.0,2.0,21.0,78.0,1.0
52.0,31.0,31.0,50.0,2.0,31.0,18.0,1.0
52.0,17.0,35.0,67.0,2.0,21.0,42.0,1.0
52.0,17.0,32.0,55.0,3.0,21.0,35.0,1.0
52.0,17.0,35.0,43.0,2.0,21.0,30.0,1.0
52.0,31.0,35.0,57.0,2.0,31.0,8.0,1.0
52.0,12.0,35.0,78.0,2.0,11.0,32.0,1.0
52.0,12.0,35.0,56.0,2.0,11.0,30.0,1.0
52.0,17.0,35.0,48.0,3.0,21.0,70.0,1.0
52.0,12.0,35.0,39.0,2.0,11.0,72.0,1.0
52.0,31.0,23.0,73.0,2.0,31.0,12.0,1.0
52.0,31.0,35.0,37.0,2.0,31.0,30.0,0.0
52.0,12.0,35.0,35.0,3.0,11.0,30.0,1.0
52.0,12.0,35.0,52.0,1.0,11.0,12.0,1.0
52.0,12.0,35.0,70.0,2.0,11.0,50.0,1.0
52.0,17.0,35.0,33.0,2.0,21.0,54.0,1.0
52.0,12.0,35.0,35.0,1.0,11.0,42.0,1.0
52.0,12.0,34.0,51.0,3.0,11.0,50.0,1.0
52.0,12.0,35.0,44.0,2.0,11.0,24.0,1.0
52.0,12.0,35.0,51.0,3.0,11.0,25.0,1.0
52.0,12.0,35.0,42.0,3.0,11.0,87.0,1.0
52.0,12.0,35.0,32.0,2.0,11.0,59.0,1.0
52.0,12.0,34.0,47.0,2.0,11.0,35.0,1.0
52.0,12.0,35.0,37.0,1.0,11.0,40.0,1.0
52.0,12.0,34.0,65.0,1.0,11.0,40.66794287369424,1.0
52.0,12.0,35.0,34.0,2.0,11.0,42.0,1.0
52.0,17.0,35.0,31.0,3.0,21.0,24.0,1.0
52.0,31.0,35.0,55.0,3.0,31.0,60.0,1.0
52.0,31.0,35.0,60.0,3.0,31.0,50.0,1.0
52.0,12.0,35.0,31.0,1.0,11.0,56.0,1.0
52.0,12.0,35.0,66.0,3.0,11.0,42.0,1.0
52.0,12.0,35.0,32.0,3.0,11.0,42.0,0.0
52.0,12.0,35.0,52.0,2.0,11.0,64.0,1.0
52.0,17.0,35.0,72.0,3.0,21.0,36.0,1.0
52.0,12.0,35.0,55.0,3.0,11.0,50.0,0.0
52.0,17.0,35.0,52.0,3.0,21.0,35.0,1.0
52.0,17.0,35.0,40.0,2.2522882046560486,21.0,27.0,1.0
52.0,12.0,35.0,65.0,2.003045910505641,11.0,49.0,1.0
52.0,12.0,35.0,73.0,3.0,11.0,30.0,1.0
52.0,12.0,34.0,33.0,1.989974180513553,11.0,49.0,1.0
52.0,12.0,35.0,35.0,1.94825741492742,11.0,54.0,1.0
52.0,12.0,23.0,38.0,3.0,11.0,49.0,1.0
52.0,17.0,31.0,68.0,3.0,21.0,24.0,1.0
52.0,31.0,35.0,65.0,2.0,51.0,60.0,1.0
52.0,12.0,34.0,41.0,1.8236548290324064,11.0,56.0,1.0
52.0,12.0,35.0,50.0,2.1726126992374226,11.0,64.0,1.0
52.0,12.0,35.0,40.0,1.8397650419361016,11.0,70.0,1.0
52.0,31.0,35.0,29.0,2.2560050791117696,31.0,48.0,1.0
52.0,12.0,35.0,58.0,1.997324626158016,11.0,225.0,1.0
52.0,12.0,35.0,70.0,1.942382921553226,11.0,86.0,1.0
52.0,12.0,35.0,63.0,2.019687940117964,11.0,108.0,1.0
52.0,12.0,35.0,26.0,2.170717665012671,11.0,44.0,1.0
52.0,12.0,35.0,58.0,2.094301661757562,11.0,54.0,1.0
52.0,12.0,35.0,29.0,1.901827824624744,11.0,40.0,1.0
52.0,12.0,35.0,44.0,2.0,11.0,35.0,0.0
52.0,16.0,34.0,43.0,2.0,12.0,72.0,1.0
52.0,12.0,35.0,34.0,2.0,11.0,50.0,0.0
52.0,21.0,31.0,69.0,3.0,41.0,35.0,1.0
52.0,12.0,35.0,30.0,2.0,11.0,77.0,1.0
52.0,12.0,35.0,40.0,3.0,11.0,66.0,1.0
52.0,12.0,35.0,55.0,1.0,11.0,72.0,1.0
52.0,12.0,35.0,67.0,1.0,11.0,40.0,1.0
52.0,12.0,35.0,42.0,3.0,11.0,56.0,0.0
52.0,12.0,34.0,32.0,2.0,11.0,82.0,1.0
52.0,12.0,35.0,83.0,1.666779562262454,11.0,108.0,1.0
52.0,12.0,35.0,44.0,1.5885728826583896,11.0,72.0,1.0
52.0,12.0,35.0,45.0,1.792539419216543,11.0,160.0,1.0
52.0,12.0,35.0,73.0,2.0,11.0,40.0,1.0
52.0,12.0,34.0,28.0,3.0,11.0,56.0,1.0
52.0,12.0,35.0,39.0,1.801807205871906,11.0,46.0,1.0
52.0,12.0,35.0,59.0,1.8236896445849,11.0,42.0,1.0
52.0,12.0,35.0,57.0,2.0,11.0,35.0,1.0
52.0,12.0,35.0,43.0,1.8557815981379004,11.0,42.0,1.0
52.0,12.0,35.0,35.0,1.8865114886201084,11.0,86.0,1.0
52.0,17.0,31.0,85.0,1.9682412574130748,21.0,32.0,1.0
52.0,12.0,35.0,46.0,1.937901078573479,11.0,72.0,1.0
52.0,12.0,35.0,74.0,1.842888043384856,11.0,64.0,1.0
52.0,21.0,34.0,57.0,2.065042246199541,41.0,42.0,1.0
52.0,12.0,35.0,47.0,1.8499910200818377,11.0,96.0,1.0
52.0,12.0,35.0,53.0,1.7895087604995306,11.0,63.0,1.0
52.0,12.0,35.0,76.0,2.0,11.0,98.0,1.0
52.0,12.0,35.0,56.0,1.488143262212096,11.0,100.0,1.0
52.0,12.0,35.0,63.0,2.0,11.0,56.0,1.0
52.0,12.0,35.0,59.0,1.5755145540118776,11.0,68.0,1.0
52.0,12.0,35.0,48.0,1.0,11.0,48.0,1.0
52.0,12.0,35.0,64.0,1.8621553959978,11.0,48.0,1.0
52.0,12.0,31.0,70.0,1.8814380335780927,11.0,36.0,1.0
52.0,12.0,35.0,20.0,2.0,11.0,35.0,1.0
52.0,17.0,35.0,26.0,2.193972642302957,21.0,56.0,1.0
52.0,12.0,35.0,48.0,2.003685440052776,11.0,72.0,1.0
52.0,12.0,35.0,34.0,2.1625957584702657,11.0,42.0,1.0
52.0,12.0,23.0,65.0,2.105394705039612,11.0,56.0,1.0
52.0,12.0,23.0,26.0,2.0,11.0,72.0,1.0
52.0,12.0,35.0,74.0,1.931570320907504,11.0,72.0,1.0
52.0,12.0,35.0,55.0,2.0529445324324964,11.0,145.0,1.0
52.0,16.0,35.0,34.0,1.0,12.0,24.0,1.0
52.0,12.0,31.0,42.0,2.1765768624142865,11.0,35.0,1.0
52.0,12.0,23.0,52.0,2.083622807581147,11.0,53.0,1.0
52.0,12.0,23.0,48.0,2.023534820608054,11.0,30.0,1.0
52.0,12.0,35.0,62.0,1.0,11.0,80.0,1.0
52.0,12.0,35.0,36.0,1.759379210202561,11.0,49.0,1.0
52.0,12.0,31.0,63.0,2.245683911763539,11.0,18.0,1.0
52.0,12.0,35.0,50.0,1.9173206534678569,11.0,30.0,1.0
52.0,12.0,23.0,60.0,2.317368360675184,11.0,48.0,1.0
52.0,12.0,35.0,47.0,2.127089687256622,11.0,42.0,1.0
52.0,12.0,35.0,55.0,1.0,11.0,54.0,1.0
52.0,12.0,31.0,66.0,2.184723849595277,11.0,55.0,1.0
52.0,12.0,35.0,83.0,1.91482743340035,11.0,30.0,1.0
52.0,12.0,35.0,68.0,2.0,11.0,24.0,1.0
52.0,12.0,35.0,57.0,2.0,11.0,130.0,1.0
52.0,21.0,35.0,66.0,3.0,41.0,49.0,1.0
52.0,12.0,35.0,37.0,2.0,11.0,40.0,1.0
52.0,12.0,34.0,56.0,1.0,11.0,99.0,1.0
52.0,12.0,35.0,62.0,3.0,11.0,76.0,1.0
52.0,12.0,35.0,56.0,1.0,11.0,130.0,1.0
52.0,12.0,35.0,71.0,2.0,11.0,54.0,1.0
52.0,12.0,35.0,35.0,3.0,11.0,136.0,1.0
52.0,12.0,35.0,35.0,1.0,11.0,99.0,1.0
52.0,12.0,35.0,42.0,2.0,11.0,49.0,1.0
52.0,12.0,34.0,40.0,2.0,11.0,96.0,0.0
52.0,12.0,35.0,56.0,3.0,11.0,54.0,1.0
52.0,12.0,35.0,39.0,3.0,11.0,143.0,1.0
52.0,31.0,35.0,76.0,2.0,31.0,63.0,1.0
52.0,12.0,35.0,71.0,3.0,11.0,90.0,1.0
52.0,17.0,35.0,26.0,3.0,21.0,48.0,1.0
52.0,17.0,31.0,74.0,2.0,21.0,42.0,1.0
52.0,31.0,31.0,62.0,2.0,31.0,88.0,1.0
52.0,31.0,31.0,63.0,3.0,31.0,48.0,1.0
52.0,31.0,31.0,70.0,2.0,51.0,83.0,1.0
52.0,31.0,31.0,69.0,3.0,51.0,63.0,1.0
52.0,12.0,35.0,31.0,2.0,11.0,49.0,1.0
52.0,12.0,31.0,30.0,2.0,11.0,99.0,1.0
52.0,31.0,35.0,65.0,3.0,51.0,90.0,1.0
52.0,31.0,35.0,68.0,3.0,51.0,24.0,1.0
52.0,12.0,31.0,75.0,2.0,11.0,70.0,1.0
52.0,12.0,31.0,49.0,2.0,11.0,30.0,1.0
52.0,31.0,34.0,27.0,3.0,51.0,108.0,1.0
52.0,31.0,35.0,41.0,3.0,31.0,95.0,1.0
52.0,17.0,35.0,30.0,3.0,21.0,70.0,1.0
